id,date,6h,back-door,bedroom,fridge-door,front-door,hallway,kitchen,lounge,bathroom,total-events,unique-locations,active-location-ratio,private-to-public-ratio,location-entropy,location-dominance-ratio,back-and-forth-count,num-transitions
a380e,2019-05-07,18-24,0,0,4,0,0,37,19,0,60,3,0.38,0.0,1.22,0.62,2,20
a380e,2019-05-08,00-06,0,18,8,0,4,12,7,0,49,5,0.62,0.78,2.15,0.37,5,22
a380e,2019-05-08,06-12,0,32,12,0,13,42,27,0,126,5,0.62,0.39,2.17,0.33,14,70
a380e,2019-05-08,12-18,4,0,12,0,0,52,25,0,93,4,0.5,0.0,1.55,0.56,30,51
a380e,2019-05-08,18-24,4,21,18,0,7,55,31,0,136,6,0.75,0.23,2.19,0.4,10,63
a380e,2019-05-09,00-06,0,13,0,0,0,0,0,0,13,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-09,06-12,0,26,8,0,6,43,27,0,110,5,0.62,0.34,2.02,0.39,16,53
a380e,2019-05-09,12-18,4,12,12,0,6,57,33,0,124,6,0.75,0.12,2.05,0.46,25,77
a380e,2019-05-09,18-24,6,15,22,0,3,64,33,0,143,6,0.75,0.15,2.07,0.45,12,63
a380e,2019-05-10,00-06,0,11,0,0,0,0,0,0,11,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-10,06-12,6,27,14,0,21,31,29,0,128,6,0.75,0.33,2.44,0.24,14,86
a380e,2019-05-10,12-18,15,0,8,0,2,39,15,0,79,5,0.62,0.0,1.88,0.49,14,48
a380e,2019-05-10,18-24,4,18,12,0,17,37,29,0,117,6,0.75,0.22,2.35,0.32,28,70
a380e,2019-05-11,00-06,0,15,0,0,1,9,5,0,30,4,0.5,1.0,1.62,0.5,4,10
a380e,2019-05-11,06-12,6,23,22,0,9,72,41,0,173,6,0.75,0.19,2.17,0.42,29,101
a380e,2019-05-11,12-18,4,22,18,0,8,48,35,0,135,6,0.75,0.24,2.24,0.36,17,83
a380e,2019-05-11,18-24,0,50,2,0,10,16,12,0,90,5,0.62,1.32,1.78,0.56,4,38
a380e,2019-05-12,00-06,0,13,0,0,0,0,0,0,13,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-12,06-12,1,17,40,0,6,71,36,0,171,6,0.75,0.15,2.03,0.42,32,89
a380e,2019-05-12,12-18,3,20,14,0,15,25,22,0,99,6,0.75,0.32,2.41,0.25,10,62
a380e,2019-05-12,18-24,4,12,10,0,9,35,28,0,98,6,0.75,0.17,2.26,0.36,17,66
a380e,2019-05-13,00-06,0,13,0,0,0,0,0,0,13,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-13,06-12,0,36,12,0,16,46,32,0,142,5,0.62,0.38,2.17,0.32,21,84
a380e,2019-05-13,12-18,6,2,30,0,10,51,35,0,134,6,0.75,0.02,2.09,0.38,20,72
a380e,2019-05-13,18-24,2,13,8,0,7,37,24,0,91,6,0.75,0.19,2.15,0.41,15,50
a380e,2019-05-14,00-06,0,10,0,0,0,0,0,0,10,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-14,06-12,5,26,12,0,14,38,26,0,121,6,0.75,0.33,2.36,0.31,16,80
a380e,2019-05-14,12-18,11,5,22,0,5,56,39,0,138,6,0.75,0.05,2.1,0.41,22,77
a380e,2019-05-14,18-24,6,3,4,0,5,39,29,0,86,6,0.75,0.04,1.93,0.45,17,51
a380e,2019-05-15,00-06,0,21,4,0,1,4,2,0,32,5,0.62,3.0,1.56,0.66,3,11
a380e,2019-05-15,06-12,2,21,6,0,10,41,39,0,119,6,0.75,0.23,2.12,0.34,26,74
a380e,2019-05-15,12-18,0,2,4,0,6,30,25,0,67,5,0.62,0.03,1.76,0.45,15,41
a380e,2019-05-15,18-24,4,19,24,0,3,61,29,0,140,6,0.75,0.2,2.09,0.44,20,77
a380e,2019-05-16,00-06,0,18,0,0,0,0,0,0,18,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-16,06-12,0,20,12,0,6,75,32,0,145,5,0.62,0.18,1.85,0.52,19,64
a380e,2019-05-16,12-18,16,3,28,0,17,72,29,0,165,6,0.75,0.03,2.17,0.44,26,94
a380e,2019-05-16,18-24,9,16,28,0,11,73,28,0,165,6,0.75,0.14,2.2,0.44,30,88
a380e,2019-05-17,00-06,0,17,0,0,0,0,0,0,17,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-17,06-12,4,23,6,0,9,31,28,0,101,6,0.75,0.34,2.26,0.31,21,62
a380e,2019-05-17,12-18,2,0,16,0,3,54,45,0,120,5,0.62,0.0,1.67,0.45,25,67
a380e,2019-05-17,18-24,4,10,12,0,3,60,21,0,110,6,0.75,0.12,1.91,0.55,12,43
a380e,2019-05-18,00-06,0,19,0,0,0,0,0,0,19,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-18,06-12,0,26,6,0,11,35,41,0,119,5,0.62,0.3,2.06,0.34,16,64
a380e,2019-05-18,12-18,4,6,23,0,25,61,31,0,150,6,0.75,0.05,2.17,0.41,22,102
a380e,2019-05-18,18-24,6,17,22,0,6,56,30,0,137,6,0.75,0.18,2.2,0.41,23,70
a380e,2019-05-19,00-06,0,11,0,0,0,0,0,0,11,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-19,06-12,0,35,10,0,16,41,32,0,134,5,0.62,0.39,2.17,0.31,21,85
a380e,2019-05-19,12-18,4,4,12,0,7,47,19,0,93,6,0.75,0.05,2.02,0.51,9,47
a380e,2019-05-19,18-24,0,15,14,0,4,52,34,0,119,5,0.62,0.17,1.94,0.44,15,55
a380e,2019-05-20,00-06,0,17,0,0,0,0,0,0,17,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-20,06-12,4,27,16,0,22,37,26,0,132,6,0.75,0.32,2.4,0.28,20,94
a380e,2019-05-20,12-18,0,0,0,0,1,2,1,0,4,3,0.38,0.0,1.5,0.5,0,3
a380e,2019-05-20,18-24,4,4,16,0,2,49,31,0,106,6,0.75,0.05,1.91,0.46,17,55
a380e,2019-05-21,00-06,0,16,0,0,0,0,0,0,16,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-21,06-12,4,25,12,0,14,34,27,0,116,6,0.75,0.33,2.36,0.29,15,76
a380e,2019-05-21,12-18,12,2,22,0,13,77,37,0,163,6,0.75,0.02,2.03,0.47,19,87
a380e,2019-05-21,18-24,18,6,10,0,7,27,13,0,81,6,0.75,0.13,2.39,0.33,11,45
a380e,2019-05-22,00-06,0,6,0,0,0,0,0,0,6,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-22,06-12,0,38,6,0,7,36,32,0,119,5,0.62,0.51,2.01,0.32,16,58
a380e,2019-05-22,12-18,5,9,14,0,5,25,26,0,84,6,0.75,0.16,2.3,0.31,17,63
a380e,2019-05-22,18-24,4,3,16,0,2,45,29,0,99,6,0.75,0.04,1.91,0.45,19,56
a380e,2019-05-23,00-06,0,21,0,0,2,7,10,0,40,4,0.5,1.11,1.64,0.52,7,14
a380e,2019-05-23,06-12,2,21,8,0,14,29,35,0,109,6,0.75,0.27,2.25,0.32,13,66
a380e,2019-05-23,12-18,0,0,6,0,2,20,15,0,43,4,0.5,0.0,1.65,0.47,8,23
a380e,2019-05-23,18-24,4,6,27,0,10,46,21,0,114,6,0.75,0.08,2.17,0.4,19,68
a380e,2019-05-24,00-06,0,19,0,0,0,0,0,0,19,1,0.12,1.0,-0.0,1.0,0,1
a380e,2019-05-24,06-12,6,29,10,0,13,25,20,0,103,6,0.75,0.5,2.41,0.28,15,67
a380e,2019-05-24,12-18,0,2,0,0,7,8,15,0,32,4,0.5,0.07,1.74,0.47,8,24
a380e,2019-05-24,18-24,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
