id,date,12h,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
d93d8,2019-06-22,00-12,19.0,60.0,0.0,22.0,50.0,46.0,40.0
d93d8,2019-06-22,12-24,16.0,12.0,0.0,66.0,52.0,54.0,63.0
d93d8,2019-06-23,00-12,34.0,62.0,0.0,32.0,76.0,84.0,45.0
d93d8,2019-06-23,12-24,11.0,9.0,0.0,46.0,58.0,61.0,62.0
d93d8,2019-06-24,00-12,24.0,76.0,4.0,22.0,51.0,20.0,24.0
d93d8,2019-06-24,12-24,7.0,18.0,2.0,42.0,55.0,39.0,66.0
d93d8,2019-06-25,00-12,18.0,72.0,7.0,36.0,69.0,40.0,45.0
d93d8,2019-06-25,12-24,12.0,22.0,0.0,54.0,65.0,65.0,74.0
d93d8,2019-06-26,00-12,21.0,69.0,0.0,46.0,46.0,37.0,37.0
d93d8,2019-06-26,12-24,10.0,20.0,0.0,54.0,63.0,63.0,77.0
d93d8,2019-06-27,00-12,24.0,71.0,7.0,14.0,58.0,27.0,29.0
d93d8,2019-06-27,12-24,14.0,23.0,4.0,50.0,50.0,37.0,59.0
d93d8,2019-06-28,00-12,26.0,69.0,10.0,32.0,57.0,37.0,23.0
d93d8,2019-06-28,12-24,17.0,17.0,2.0,104.0,84.0,87.0,79.0
d93d8,2019-06-29,00-12,18.0,63.0,0.0,36.0,55.0,39.0,33.0
d93d8,2019-06-29,12-24,18.0,12.0,0.0,72.0,65.0,73.0,67.0
d93d8,2019-06-30,00-12,31.0,93.0,0.0,40.0,99.0,74.0,50.0
d93d8,2019-06-30,12-24,13.0,16.0,4.0,20.0,37.0,32.0,49.0
