id,date,12h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,lounge
f220c,2019-05-31,00-12,0.0,6.0,15.0,2.0,2.0,8.0,0.0
f220c,2019-05-31,12-24,10.0,8.0,15.0,24.0,19.0,20.0,0.0
f220c,2019-06-01,00-12,0.0,15.0,22.0,18.0,5.0,13.0,0.0
f220c,2019-06-01,12-24,3.0,13.0,23.0,12.0,15.0,21.0,0.0
f220c,2019-06-02,00-12,2.0,9.0,36.0,14.0,5.0,16.0,0.0
f220c,2019-06-02,12-24,3.0,7.0,24.0,24.0,19.0,20.0,0.0
f220c,2019-06-03,00-12,0.0,5.0,26.0,4.0,0.0,5.0,0.0
f220c,2019-06-03,12-24,0.0,8.0,15.0,10.0,4.0,10.0,0.0
f220c,2019-06-04,00-12,0.0,6.0,38.0,6.0,9.0,12.0,0.0
f220c,2019-06-04,12-24,0.0,6.0,20.0,16.0,11.0,8.0,0.0
f220c,2019-06-05,00-12,0.0,10.0,33.0,6.0,0.0,14.0,0.0
f220c,2019-06-05,12-24,0.0,10.0,10.0,14.0,8.0,13.0,0.0
f220c,2019-06-06,00-12,0.0,7.0,10.0,4.0,0.0,4.0,0.0
f220c,2019-06-06,12-24,4.0,7.0,21.0,30.0,16.0,15.0,0.0
f220c,2019-06-07,00-12,0.0,6.0,14.0,6.0,0.0,5.0,0.0
f220c,2019-06-07,12-24,0.0,5.0,17.0,6.0,8.0,9.0,0.0
f220c,2019-06-08,00-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
f220c,2019-06-08,12-24,0.0,6.0,14.0,6.0,6.0,13.0,0.0
f220c,2019-06-09,00-12,0.0,8.0,22.0,4.0,4.0,8.0,0.0
f220c,2019-06-09,12-24,6.0,6.0,36.0,20.0,17.0,23.0,0.0
f220c,2019-06-10,00-12,0.0,7.0,13.0,2.0,3.0,7.0,0.0
f220c,2019-06-10,12-24,1.0,9.0,15.0,12.0,16.0,13.0,0.0
f220c,2019-06-11,00-12,0.0,9.0,32.0,2.0,5.0,11.0,0.0
f220c,2019-06-11,12-24,0.0,8.0,19.0,5.0,13.0,12.0,0.0
f220c,2019-06-12,00-12,0.0,9.0,24.0,0.0,0.0,7.0,0.0
f220c,2019-06-12,12-24,0.0,3.0,18.0,0.0,6.0,6.0,0.0
f220c,2019-06-13,00-12,0.0,4.0,20.0,0.0,2.0,5.0,0.0
f220c,2019-06-13,12-24,0.0,5.0,8.0,0.0,4.0,9.0,0.0
f220c,2019-06-14,00-12,0.0,11.0,29.0,0.0,2.0,9.0,0.0
f220c,2019-06-14,12-24,0.0,14.0,35.0,0.0,21.0,26.0,0.0
f220c,2019-06-15,00-12,0.0,5.0,7.0,0.0,0.0,3.0,0.0
f220c,2019-06-15,12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-17,00-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-17,12-24,0.0,5.0,5.0,1.0,6.0,9.0,0.0
f220c,2019-06-18,00-12,0.0,9.0,24.0,4.0,5.0,14.0,0.0
f220c,2019-06-18,12-24,0.0,7.0,15.0,12.0,16.0,20.0,0.0
f220c,2019-06-19,00-12,0.0,8.0,15.0,6.0,0.0,15.0,0.0
f220c,2019-06-19,12-24,0.0,8.0,48.0,18.0,15.0,26.0,0.0
f220c,2019-06-20,00-12,0.0,6.0,30.0,2.0,0.0,6.0,0.0
f220c,2019-06-20,12-24,0.0,7.0,12.0,10.0,4.0,11.0,0.0
f220c,2019-06-21,00-12,0.0,10.0,19.0,6.0,0.0,5.0,0.0
f220c,2019-06-21,12-24,0.0,6.0,23.0,28.0,23.0,25.0,0.0
f220c,2019-06-22,00-12,0.0,0.0,40.0,10.0,2.0,14.0,0.0
f220c,2019-06-22,12-24,0.0,0.0,12.0,12.0,19.0,19.0,0.0
f220c,2019-06-23,00-12,0.0,0.0,22.0,6.0,2.0,7.0,0.0
f220c,2019-06-23,12-24,0.0,0.0,33.0,24.0,27.0,28.0,0.0
f220c,2019-06-24,00-12,0.0,2.0,30.0,0.0,0.0,8.0,0.0
f220c,2019-06-24,12-24,0.0,7.0,16.0,14.0,4.0,7.0,0.0
f220c,2019-06-25,00-12,0.0,6.0,28.0,0.0,6.0,8.0,0.0
f220c,2019-06-25,12-24,0.0,6.0,23.0,6.0,8.0,8.0,0.0
f220c,2019-06-26,00-12,0.0,13.0,56.0,4.0,0.0,3.0,0.0
f220c,2019-06-26,12-24,0.0,5.0,28.0,14.0,8.0,6.0,0.0
f220c,2019-06-27,00-12,0.0,10.0,22.0,2.0,2.0,4.0,0.0
f220c,2019-06-27,12-24,0.0,3.0,6.0,12.0,6.0,5.0,0.0
f220c,2019-06-28,00-12,0.0,4.0,17.0,0.0,0.0,7.0,0.0
f220c,2019-06-28,12-24,0.0,7.0,17.0,18.0,17.0,17.0,0.0
f220c,2019-06-29,00-12,0.0,12.0,25.0,6.0,4.0,9.0,0.0
f220c,2019-06-29,12-24,0.0,9.0,49.0,20.0,16.0,37.0,0.0
f220c,2019-06-30,00-12,0.0,7.0,23.0,4.0,5.0,9.0,0.0
f220c,2019-06-30,12-24,0.0,5.0,38.0,20.0,13.0,23.0,0.0
