back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
2.0,8.0,26.0,10.0,6.0,18.0,29.0,26.0
8.0,12.0,19.0,25.0,8.0,23.0,35.0,38.0
0.0,11.0,23.0,24.0,6.0,22.0,43.0,29.0
4.0,11.0,27.0,18.0,2.0,22.0,45.0,32.0
2.0,23.0,39.0,23.0,14.0,47.0,59.0,83.0
2.0,23.0,28.0,16.0,13.0,36.0,51.0,34.0
0.0,8.0,28.0,28.0,6.0,23.0,40.0,38.0
12.0,25.0,35.0,22.0,8.0,42.0,55.0,61.0
5.0,19.0,31.0,44.0,16.0,55.0,68.0,79.0
2.0,9.0,27.0,18.0,12.0,20.0,30.0,22.0
0.0,13.0,31.0,32.0,2.0,28.0,57.0,32.0
4.0,11.0,32.0,10.0,12.0,28.0,21.0,20.0
2.0,22.0,32.0,28.0,18.0,35.0,61.0,47.0
2.0,3.0,5.0,14.0,2.0,7.0,25.0,15.0
0.0,14.0,34.0,16.0,6.0,25.0,27.0,21.0
0.0,12.0,27.0,14.0,4.0,19.0,22.0,15.0
0.0,16.0,27.0,16.0,4.0,20.0,25.0,19.0
4.0,25.0,34.0,24.0,12.0,33.0,59.0,50.0
2.0,20.0,34.0,26.0,16.0,43.0,49.0,46.0
0.0,22.0,32.0,18.0,2.0,21.0,25.0,23.0
4.0,9.0,30.0,20.0,14.0,29.0,27.0,17.0
2.0,15.0,28.0,12.0,12.0,21.0,27.0,21.0
4.0,12.0,24.0,24.0,8.0,23.0,40.0,33.0
4.0,16.0,31.0,24.0,20.0,49.0,52.0,53.0
4.0,19.0,28.0,22.0,8.0,35.0,60.0,50.0
4.0,15.0,29.0,22.0,10.0,32.0,40.0,36.0
60.0,16.0,54.0,51.0,30.0,51.0,86.0,0.0
46.0,15.0,94.0,18.0,27.0,88.0,130.0,0.0
44.0,0.0,118.0,22.0,22.0,99.0,167.0,0.0
41.0,0.0,88.0,12.0,16.0,65.0,111.0,0.0
32.0,0.0,121.0,2.0,27.0,69.0,120.0,0.0
20.0,0.0,92.0,12.0,29.0,84.0,116.0,0.0
26.0,0.0,141.0,14.0,22.0,62.0,75.0,0.0
62.0,0.0,126.0,18.0,32.0,130.0,177.0,0.0
32.0,0.0,102.0,16.0,28.0,92.0,117.0,0.0
40.0,0.0,86.0,18.0,20.0,89.0,107.0,0.0
34.0,0.0,135.0,14.0,14.0,88.0,124.0,0.0
24.0,0.0,75.0,4.0,26.0,72.0,119.0,0.0
35.0,0.0,101.0,16.0,32.0,100.0,127.0,0.0
47.0,0.0,100.0,26.0,42.0,97.0,129.0,0.0
60.0,0.0,136.0,30.0,26.0,94.0,179.0,0.0
42.0,0.0,123.0,14.0,27.0,92.0,131.0,0.0
46.0,0.0,93.0,20.0,19.0,76.0,116.0,0.0
11.0,0.0,86.0,4.0,8.0,57.0,69.0,0.0
22.0,0.0,121.0,6.0,33.0,80.0,121.0,0.0
24.0,0.0,101.0,14.0,48.0,91.0,87.0,0.0
26.0,0.0,104.0,25.0,34.0,91.0,136.0,0.0
28.0,0.0,84.0,6.0,32.0,73.0,77.0,0.0
28.0,0.0,118.0,7.0,33.0,112.0,142.0,0.0
22.0,0.0,92.0,12.0,14.0,64.0,83.0,0.0
38.0,0.0,93.0,19.0,18.0,74.0,102.0,0.0
18.0,0.0,106.0,23.0,10.0,57.0,92.0,0.0
38.0,0.0,95.0,20.0,25.0,88.0,114.0,0.0
36.0,0.0,142.0,12.0,32.0,117.0,155.0,0.0
42.0,0.0,55.0,16.0,15.0,78.0,107.0,0.0
34.0,0.0,125.0,12.0,57.0,107.0,155.0,0.0
20.0,0.0,80.0,32.0,24.0,90.0,136.0,0.0
14.0,0.0,106.0,8.0,18.0,63.0,103.0,0.0
11.0,0.0,67.0,0.0,32.0,79.0,79.0,0.0
0.0,0.0,41.0,0.0,51.0,72.0,99.0,0.0
0.0,0.0,38.0,0.0,48.0,73.0,102.0,0.0
0.0,0.0,3.0,0.0,25.0,35.0,83.0,0.0
2.0,0.0,2.0,0.0,40.0,86.0,128.0,0.0
0.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0
10.0,0.0,14.0,2.0,12.0,21.0,36.0,0.0
11.0,0.0,66.0,18.0,19.0,56.0,106.0,0.0
29.0,0.0,108.0,8.0,40.0,114.0,138.0,0.0
24.0,0.0,86.0,14.0,18.0,73.0,108.0,0.0
50.0,0.0,133.0,18.0,36.0,105.0,137.0,0.0
20.0,0.0,96.0,12.0,26.0,102.0,104.0,0.0
18.0,0.0,132.0,12.0,29.0,69.0,108.0,0.0
6.0,0.0,92.0,2.0,14.0,53.0,49.0,0.0
22.0,0.0,87.0,12.0,28.0,95.0,113.0,0.0
32.0,0.0,124.0,11.0,40.0,115.0,126.0,0.0
26.0,0.0,124.0,27.0,30.0,110.0,128.0,0.0
37.0,0.0,109.0,28.0,26.0,111.0,191.0,0.0
18.0,0.0,96.0,12.0,25.0,71.0,82.0,0.0
12.0,0.0,105.0,36.0,28.0,82.0,132.0,0.0
18.0,46.0,36.0,10.0,37.0,63.0,40.0,91.0
0.0,27.0,14.0,16.0,8.0,35.0,43.0,118.0
2.0,36.0,31.0,30.0,28.0,55.0,52.0,84.0
21.0,36.0,20.0,18.0,28.0,51.0,52.0,94.0
53.0,42.0,29.0,18.0,38.0,65.0,57.0,111.0
19.0,28.0,22.0,14.0,24.0,51.0,56.0,74.0
0.0,34.0,23.0,14.0,26.0,44.0,45.0,77.0
0.0,46.0,28.0,16.0,24.0,67.0,56.0,102.0
0.0,14.0,8.0,6.0,10.0,20.0,28.0,57.0
2.0,26.0,13.0,8.0,26.0,41.0,38.0,67.0
2.0,37.0,21.0,12.0,20.0,43.0,46.0,70.0
16.0,33.0,19.0,14.0,20.0,43.0,44.0,60.0
6.0,19.0,9.0,10.0,6.0,26.0,22.0,30.0
12.0,56.0,19.0,38.0,34.0,87.0,77.0,166.0
8.0,29.0,18.0,18.0,14.0,45.0,51.0,86.0
10.0,28.0,17.0,14.0,14.0,40.0,47.0,128.0
2.0,32.0,19.0,20.0,20.0,60.0,51.0,91.0
0.0,20.0,13.0,6.0,0.0,35.0,51.0,121.0
0.0,29.0,22.0,14.0,0.0,39.0,46.0,84.0
8.0,24.0,19.0,20.0,0.0,55.0,53.0,104.0
2.0,49.0,23.0,18.0,0.0,73.0,72.0,127.0
8.0,31.0,22.0,14.0,0.0,50.0,60.0,103.0
0.0,25.0,18.0,14.0,0.0,38.0,41.0,80.0
0.0,19.0,15.0,2.0,0.0,32.0,34.0,56.0
16.0,25.0,16.0,18.0,0.0,36.0,48.0,99.0
12.0,29.0,13.0,14.0,0.0,42.0,55.0,87.0
14.0,24.0,24.0,20.0,0.0,62.0,89.0,121.0
0.0,19.0,22.0,12.0,0.0,44.0,36.0,69.0
0.0,13.0,15.0,10.0,0.0,23.0,37.0,63.0
0.0,36.0,23.0,18.0,37.0,60.0,60.0,104.0
0.0,27.0,19.0,16.0,26.0,35.0,69.0,101.0
2.0,26.0,18.0,22.0,22.0,41.0,48.0,83.0
14.0,34.0,22.0,12.0,22.0,47.0,66.0,90.0
0.0,42.0,25.0,18.0,34.0,65.0,69.0,93.0
4.0,53.0,22.0,18.0,45.0,76.0,80.0,119.0
0.0,27.0,17.0,14.0,26.0,37.0,45.0,84.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
0.0,14.0,17.0,8.0,44.0,26.0,30.0,47.0
18.0,37.0,22.0,16.0,24.0,47.0,50.0,76.0
12.0,29.0,23.0,16.0,32.0,58.0,67.0,76.0
8.0,31.0,18.0,20.0,24.0,49.0,57.0,97.0
0.0,16.0,9.0,6.0,8.0,21.0,24.0,39.0
0.0,30.0,17.0,22.0,20.0,38.0,51.0,67.0
0.0,34.0,17.0,18.0,26.0,47.0,63.0,128.0
8.0,46.0,25.0,10.0,18.0,65.0,58.0,99.0
14.0,25.0,21.0,18.0,18.0,35.0,38.0,94.0
15.0,36.0,24.0,10.0,44.0,70.0,46.0,83.0
14.0,32.0,19.0,56.0,46.0,52.0,57.0,113.0
16.0,46.0,25.0,20.0,32.0,73.0,63.0,93.0
0.0,13.0,16.0,18.0,26.0,34.0,49.0,121.0
9.0,26.0,35.0,38.0,11.0,58.0,81.0,61.0
24.0,49.0,99.0,58.0,12.0,93.0,88.0,66.0
12.0,55.0,152.0,71.0,20.0,126.0,151.0,65.0
8.0,40.0,64.0,30.0,18.0,83.0,100.0,86.0
14.0,47.0,56.0,25.0,10.0,77.0,154.0,59.0
14.0,36.0,58.0,7.0,17.0,88.0,76.0,81.0
16.0,28.0,70.0,4.0,8.0,90.0,115.0,104.0
16.0,20.0,64.0,19.0,16.0,100.0,95.0,96.0
18.0,18.0,95.0,8.0,18.0,112.0,93.0,86.0
22.0,27.0,80.0,8.0,10.0,91.0,93.0,96.0
16.0,13.0,116.0,20.0,8.0,127.0,143.0,149.0
13.0,0.0,66.0,9.0,22.0,108.0,157.0,135.0
19.2273,30.3182,44.7273,45.5,22.0455,73.5909,82.2727,70.3182
20.5455,32.5909,41.0909,46.2727,20.9545,78.9545,86.3182,65.9091
21.7917,28.8333,44.6667,43.7917,24.625,74.4167,83.5833,59.75
20.96,31.76,45.16,38.32,18.52,66.96,81.56,54.12
28.28,30.24,43.24,42.32,15.76,64.48,96.12,54.52
18.4583,30.875,48.5833,44.0,14.5417,63.2917,83.2083,51.5417
23.2,30.92,49.0,39.2,16.48,67.0,86.4,54.68
4.0,0.0,50.0,4.0,21.0,58.0,59.0,51.0
24.0,0.0,95.0,5.0,7.0,83.0,80.0,70.0
6.0,0.0,105.0,2.0,14.0,56.0,68.0,55.0
12.0,0.0,111.0,2.0,24.0,112.0,107.0,80.0
16.0,0.0,104.0,6.0,10.0,92.0,107.0,88.0
14.0,0.0,79.0,2.0,12.0,62.0,75.0,45.0
16.0,0.0,140.0,13.0,20.0,106.0,92.0,100.0
26.0,39.0,135.0,5.0,18.0,145.0,147.0,137.0
22.0,44.0,84.0,0.0,21.0,87.0,80.0,78.0
12.0,68.0,132.0,2.0,14.0,126.0,123.0,72.0
2.0,29.0,58.0,2.0,10.0,40.0,35.0,23.0
10.0,34.0,93.0,0.0,26.0,98.0,112.0,83.0
12.0,53.0,87.0,4.0,4.0,89.0,77.0,89.0
8.0,58.0,119.0,4.0,14.0,95.0,83.0,73.0
30.0,55.0,90.0,8.0,31.0,97.0,93.0,73.0
8.0,51.0,97.0,0.0,22.0,93.0,79.0,73.0
16.0,45.0,85.0,4.0,14.0,69.0,78.0,65.0
20.0,50.0,88.0,5.0,30.0,108.0,92.0,63.0
18.0,53.0,83.0,8.0,25.0,119.0,112.0,102.0
18.0,45.0,77.0,3.0,45.0,100.0,103.0,113.0
14.0,41.0,76.0,3.0,22.0,80.0,52.0,58.0
10.0,57.0,163.0,3.0,12.0,104.0,83.0,89.0
18.0,48.0,78.0,7.0,4.0,97.0,122.0,65.0
14.0,49.0,81.0,2.0,14.0,93.0,103.0,72.0
20.0,47.0,95.0,8.0,31.0,104.0,114.0,88.0
22.0,49.0,99.0,8.0,22.0,144.0,181.0,143.0
14.0,43.0,149.0,2.0,23.0,69.0,57.0,59.0
10.0,42.0,73.0,2.0,12.0,94.0,87.0,91.0
6.0,53.0,101.0,1.0,42.0,91.0,53.0,58.0
8.0,40.0,82.0,0.0,15.0,94.0,61.0,106.0
14.0,44.0,75.0,15.0,7.0,119.0,143.0,100.0
12.0,49.0,86.0,19.0,22.0,101.0,107.0,62.0
32.0,41.0,78.0,15.0,29.0,124.0,151.0,85.0
0.0,29.0,60.0,4.0,9.0,34.0,21.0,14.0
14.0,55.0,99.0,14.0,22.0,81.0,80.0,70.0
24.0,41.0,78.0,16.0,46.0,123.0,140.0,100.0
14.0,48.0,80.0,3.0,41.0,79.0,88.0,74.0
10.0,49.0,126.0,4.0,12.0,94.0,80.0,88.0
26.0,56.0,101.0,5.0,52.0,128.0,112.0,82.0
0.0,2.0,15.0,0.0,0.0,1.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
10.0,22.0,39.0,2.0,2.0,44.0,29.0,37.0
12.0,47.0,83.0,8.0,10.0,94.0,123.0,102.0
6.0,51.0,103.0,1.0,6.0,73.0,72.0,71.0
24.0,33.0,89.0,9.0,29.0,99.0,99.0,76.0
22.0,48.0,97.0,21.0,10.0,101.0,97.0,90.0
6.0,38.0,51.0,2.0,14.0,31.0,30.0,7.0
10.0,45.0,81.0,0.0,24.0,98.0,109.0,73.0
20.0,46.0,71.0,3.0,18.0,101.0,109.0,89.0
28.0,51.0,80.0,5.0,42.0,139.0,102.0,135.0
16.0,50.0,146.0,9.0,20.0,113.0,82.0,83.0
40.0,52.0,55.0,7.0,23.0,104.0,128.0,86.0
76.0,50.0,72.0,5.0,10.0,132.0,193.0,75.0
39.0,46.0,63.0,10.0,26.0,121.0,137.0,104.0
8.0,0.0,25.0,26.0,20.0,52.0,57.0,46.0
16.0,0.0,29.0,32.0,18.0,66.0,84.0,59.0
2.0,0.0,32.0,32.0,14.0,60.0,83.0,57.0
18.0,0.0,30.0,40.0,30.0,64.0,85.0,41.0
10.0,0.0,30.0,46.0,28.0,98.0,98.0,67.0
26.0,0.0,31.0,40.0,22.0,71.0,107.0,48.0
20.0,0.0,31.0,46.0,17.0,51.0,81.0,28.0
6.0,0.0,22.0,10.0,12.0,58.0,59.0,54.0
8.0,0.0,42.0,46.0,14.0,60.0,107.0,65.0
10.0,0.0,31.0,42.0,14.0,63.0,70.0,55.0
16.0,0.0,44.0,28.0,18.0,84.0,97.0,73.0
8.0,0.0,34.0,30.0,24.0,49.0,73.0,24.0
7.0,0.0,11.0,30.0,4.0,21.0,45.0,9.0
8.0,0.0,26.0,54.0,10.0,52.0,89.0,46.0
10.0,0.0,35.0,36.0,12.0,53.0,76.0,44.0
12.0,0.0,32.0,36.0,18.0,58.0,87.0,36.0
10.0,0.0,62.0,40.0,20.0,69.0,95.0,44.0
8.0,0.0,51.0,46.0,26.0,99.0,115.0,60.0
0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0
4.0,0.0,39.0,60.0,22.0,66.0,119.0,43.0
4.0,0.0,30.0,54.0,16.0,80.0,109.0,64.0
6.0,0.0,28.0,69.0,16.0,61.0,101.0,37.0
4.0,0.0,37.0,56.0,12.0,65.0,81.0,46.0
16.0,0.0,40.0,36.0,18.0,66.0,98.0,46.0
20.0,0.0,50.0,46.0,22.0,62.0,89.0,35.0
12.0,0.0,47.0,50.0,8.0,69.0,95.0,69.0
12.0,0.0,57.0,44.0,26.0,117.0,133.0,74.0
8.0,0.0,44.0,16.0,10.0,50.0,70.0,20.0
0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0
0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0
0.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0
15.8333,29.0238,48.1905,42.9524,17.9048,66.5714,82.9048,75.0
12.9535,32.7209,51.6977,43.3488,23.1395,79.3488,89.6977,88.2791
13.3488,31.6047,48.2791,39.6512,21.3488,65.9302,81.6047,69.093
13.6429,29.5,46.8571,41.4286,20.9048,65.6905,85.8095,70.0714
17.8889,32.7556,50.1111,39.2889,20.6222,71.8889,88.8444,66.8222
13.0682,30.0455,48.7955,39.4091,18.1136,64.6591,76.2273,61.0455
11.8444,29.0,49.0444,37.8889,18.9556,65.9111,77.2,65.1778
13.625,30.0,48.7083,38.8542,20.5833,72.8125,85.0208,69.6042
13.8776,30.5714,48.8776,43.6531,23.7551,70.9796,82.1633,70.3061
19.3878,31.2653,54.2653,43.7143,23.3061,71.1224,80.5714,68.551
24.8039,31.9216,49.4902,39.8431,23.4118,69.2549,77.4314,70.7255
16.48,31.84,51.64,42.06,24.98,75.72,86.84,74.28
17.6327,31.6122,51.7755,47.4694,20.6327,68.7551,83.449,74.7755
46.0,18.0,36.0,47.0,35.0,115.0,90.0,91.0
36.0,43.0,54.0,80.0,44.0,217.0,149.0,221.0
26.0,48.0,35.0,90.0,44.0,226.0,166.0,211.0
38.0,38.0,47.0,60.0,76.0,189.0,135.0,203.0
2.0,42.0,47.0,54.0,40.0,161.0,117.0,172.0
27.0,33.0,23.0,56.0,36.0,194.0,132.0,174.0
14.0,56.0,47.0,54.0,26.0,187.0,92.0,183.0
34.0,30.0,32.0,58.0,56.0,207.0,144.0,234.0
60.0,58.0,36.0,60.0,42.0,194.0,127.0,149.0
24.0,52.0,31.0,50.0,50.0,212.0,121.0,188.0
42.0,58.0,35.0,46.0,68.0,186.0,140.0,161.0
25.0,54.0,48.0,82.0,48.0,177.0,159.0,145.0
34.0,46.0,28.0,46.0,54.0,188.0,116.0,173.0
62.0,55.0,45.0,72.0,50.0,222.0,150.0,208.0
14.0,54.0,41.0,54.0,48.0,203.0,126.0,190.0
34.0,67.0,60.0,60.0,74.0,205.0,153.0,211.0
34.0,39.0,36.0,36.0,32.0,179.0,133.0,201.0
10.0,23.0,59.0,38.0,36.0,98.0,61.0,106.0
30.0,30.0,48.0,40.0,74.0,192.0,167.0,181.0
33.0,58.0,57.0,92.0,40.0,246.0,181.0,205.0
31.0,52.0,51.0,62.0,48.0,180.0,132.0,175.0
38.0,51.0,52.0,76.0,62.0,192.0,143.0,200.0
24.0,42.0,28.0,82.0,80.0,223.0,148.0,190.0
30.0,36.0,27.0,60.0,70.0,202.0,179.0,223.0
49.0,43.0,38.0,76.0,34.0,185.0,145.0,200.0
12.0,66.0,35.0,70.0,62.0,203.0,151.0,181.0
46.0,52.0,36.0,34.0,32.0,138.0,88.0,151.0
16.0,43.0,34.0,82.0,34.0,217.0,143.0,239.0
4.0,36.0,39.0,48.0,50.0,208.0,140.0,257.0
8.0,34.0,28.0,42.0,34.0,160.0,104.0,161.0
38.0,47.0,35.0,70.0,18.0,207.0,138.0,206.0
10.0,68.0,55.0,58.0,44.0,247.0,139.0,204.0
22.0,72.0,52.0,48.0,46.0,221.0,152.0,176.0
12.0,23.0,22.0,20.0,28.0,112.0,69.0,109.0
16.0,45.0,37.0,48.0,48.0,170.0,128.0,188.0
32.0,44.0,42.0,74.0,44.0,221.0,149.0,204.0
46.0,45.0,59.0,60.0,40.0,206.0,163.0,247.0
59.0,37.0,41.0,68.0,38.0,236.0,184.0,201.0
14.0,40.0,37.0,28.0,28.0,159.0,110.0,165.0
30.0,61.0,39.0,67.0,12.0,216.0,135.0,179.0
33.0,33.0,27.0,42.0,38.0,176.0,137.0,188.0
26.0,45.0,28.0,40.0,56.0,187.0,120.0,163.0
33.0,47.0,36.0,32.0,32.0,184.0,117.0,168.0
55.0,43.0,23.0,52.0,30.0,203.0,120.0,210.0
18.0,62.0,47.0,46.0,46.0,186.0,141.0,179.0
8.0,54.0,39.0,66.0,34.0,160.0,120.0,158.0
10.0,8.0,16.0,20.0,21.0,42.0,33.0,52.0
8.0,22.0,31.0,54.0,22.0,48.0,59.0,49.0
6.0,19.0,29.0,74.0,51.0,78.0,73.0,85.0
11.0,39.0,111.0,54.0,54.0,77.0,72.0,70.0
40.0,34.0,26.0,59.0,10.0,78.0,71.0,80.0
20.0,58.0,48.0,80.0,8.0,132.0,98.0,98.0
20.0,56.0,42.0,80.0,10.0,112.0,98.0,100.0
28.0,44.0,29.0,72.0,8.0,119.0,143.0,111.0
10.0,41.0,34.0,73.0,0.0,103.0,100.0,101.0
30.0,43.0,35.0,48.0,4.0,101.0,78.0,114.0
18.0,52.0,41.0,54.0,4.0,112.0,78.0,94.0
22.0,41.0,32.0,56.0,8.0,94.0,73.0,83.0
30.0,69.0,33.0,54.0,4.0,118.0,113.0,114.0
12.0,52.0,34.0,66.0,8.0,116.0,91.0,88.0
22.0,51.0,32.0,70.0,4.0,103.0,95.0,84.0
20.0,60.0,41.0,64.0,8.0,110.0,92.0,80.0
14.0,47.0,42.0,62.0,8.0,93.0,90.0,77.0
20.0,54.0,44.0,63.0,4.0,136.0,103.0,120.0
14.0,54.0,45.0,85.0,8.0,115.0,94.0,77.0
18.0,48.0,41.0,64.0,14.0,95.0,70.0,80.0
23.0,54.0,33.0,82.0,6.0,115.0,115.0,87.0
28.0,53.0,38.0,60.0,8.0,132.0,89.0,118.0
12.0,57.0,30.0,60.0,10.0,107.0,80.0,77.0
14.0,59.0,58.0,50.0,6.0,119.0,71.0,73.0
36.0,61.0,32.0,58.0,6.0,105.0,88.0,77.0
12.0,53.0,27.0,81.0,4.0,108.0,140.0,83.0
26.0,52.0,43.0,68.0,18.0,130.0,108.0,92.0
26.0,52.0,40.0,74.0,4.0,101.0,99.0,71.0
16.0,52.0,36.0,70.0,2.0,109.0,113.0,81.0
28.0,65.0,51.0,49.0,4.0,126.0,104.0,93.0
22.0,62.0,46.0,54.0,4.0,105.0,94.0,77.0
32.0,67.0,46.0,61.0,0.0,130.0,146.0,82.0
22.0,58.0,40.0,78.0,6.0,105.0,98.0,65.0
23.0,53.0,39.0,60.0,10.0,113.0,97.0,102.0
18.0,52.0,42.0,72.0,6.0,116.0,96.0,86.0
16.0,68.0,49.0,62.0,2.0,121.0,105.0,111.0
20.0,64.0,47.0,56.0,8.0,102.0,118.0,68.0
22.0,58.0,43.0,78.0,4.0,120.0,135.0,104.0
8.0,66.0,42.0,62.0,0.0,116.0,98.0,89.0
32.0,59.0,48.0,78.0,12.0,122.0,100.0,68.0
50.0,57.0,36.0,54.0,22.0,114.0,146.0,97.0
24.0,48.0,32.0,74.0,12.0,106.0,153.0,64.0
26.0,53.0,44.0,76.0,10.0,136.0,112.0,132.0
22.0,48.0,37.0,64.0,4.0,91.0,86.0,57.0
10.0,66.0,55.0,75.0,4.0,120.0,84.0,67.0
30.0,67.0,43.0,76.0,4.0,120.0,125.0,73.0
18.0,53.0,38.0,62.0,4.0,92.0,76.0,61.0
14.0,64.0,36.0,72.0,8.0,106.0,120.0,68.0
22.0,59.0,38.0,72.0,12.0,105.0,114.0,82.0
32.0,65.0,37.0,78.0,4.0,110.0,135.0,103.0
32.0,55.0,43.0,59.0,4.0,104.0,99.0,64.0
18.0,48.0,34.0,40.0,4.0,97.0,62.0,63.0
28.0,63.0,51.0,58.0,4.0,125.0,101.0,114.0
40.0,61.0,39.0,80.0,12.0,125.0,137.0,92.0
30.0,65.0,34.0,94.0,2.0,117.0,135.0,82.0
14.0,49.0,36.0,58.0,6.0,104.0,86.0,87.0
26.0,62.0,40.0,52.0,0.0,101.0,95.0,73.0
0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
6.0,23.0,13.0,26.0,0.0,45.0,25.0,28.0
14.0,60.0,34.0,86.0,0.0,104.0,94.0,79.0
18.0,51.0,33.0,70.0,10.0,92.0,85.0,75.0
28.0,65.0,39.0,62.0,6.0,101.0,93.0,71.0
18.0,56.0,39.0,60.0,4.0,90.0,84.0,67.0
22.0,53.0,43.0,65.0,4.0,106.0,112.0,70.0
24.0,49.0,41.0,56.0,6.0,90.0,76.0,50.0
14.0,69.0,40.0,68.0,0.0,110.0,105.0,81.0
28.0,55.0,32.0,92.0,6.0,111.0,110.0,83.0
40.0,85.0,51.0,66.0,10.0,154.0,124.0,127.0
56.0,62.0,49.0,78.0,16.0,121.0,117.0,72.0
26.0,55.0,35.0,74.0,2.0,106.0,101.0,80.0
14.0,57.0,46.0,74.0,12.0,110.0,119.0,76.0
23.0,15.0,25.0,27.0,17.0,97.0,55.0,102.0
8.0,40.0,55.0,12.0,16.0,95.0,74.0,132.0
4.0,47.0,72.0,6.0,27.0,71.0,50.0,116.0
10.0,56.0,77.0,22.0,16.0,70.0,58.0,111.0
14.0,43.0,73.0,6.0,19.0,80.0,63.0,133.0
20.0,35.0,44.0,22.0,8.0,70.0,83.0,115.0
2.0,35.0,61.0,14.0,16.0,61.0,44.0,129.0
4.0,30.0,53.0,29.0,16.0,72.0,47.0,127.0
8.0,26.0,65.0,31.0,26.0,70.0,50.0,139.0
6.0,37.0,66.0,32.0,30.0,70.0,56.0,143.0
4.0,39.0,61.0,34.0,10.0,57.0,45.0,95.0
2.0,41.0,70.0,42.0,8.0,51.0,58.0,94.0
20.0,27.0,57.0,34.0,16.0,69.0,55.0,126.0
8.0,45.0,43.0,17.0,12.0,61.0,48.0,89.0
2.0,28.0,42.0,54.0,12.0,73.0,62.0,120.0
21.0,21.0,38.0,39.0,28.0,78.0,50.0,121.0
5.0,39.0,66.0,20.0,36.0,60.0,39.0,107.0
30.0,42.0,54.0,36.0,17.0,58.0,46.0,95.0
2.0,31.0,54.0,58.0,4.0,64.0,50.0,143.0
10.0,46.0,86.0,27.0,18.0,57.0,49.0,96.0
4.0,33.0,58.0,22.0,20.0,73.0,60.0,117.0
2.0,24.0,47.0,15.0,18.0,74.0,62.0,111.0
2.0,31.0,45.0,14.0,22.0,56.0,45.0,98.0
0.0,39.0,67.0,17.0,29.0,51.0,40.0,89.0
8.0,40.0,57.0,43.0,10.0,66.0,59.0,104.0
10.0,21.0,48.0,30.0,6.0,65.0,66.0,87.0
6.0,32.0,53.0,21.0,27.0,71.0,68.0,111.0
4.0,36.0,68.0,30.0,30.0,71.0,49.0,113.0
2.0,39.0,54.0,24.0,10.0,67.0,65.0,109.0
8.0,26.0,33.0,32.0,22.0,76.0,81.0,132.0
2.0,46.0,75.0,5.0,16.0,65.0,65.0,122.0
6.0,37.0,64.0,11.0,20.0,55.0,42.0,117.0
16.0,39.0,68.0,8.0,14.0,67.0,48.0,122.0
8.0,38.0,65.0,7.0,14.0,69.0,78.0,104.0
2.0,25.0,42.0,9.0,18.0,60.0,57.0,111.0
6.0,31.0,48.0,10.0,17.0,64.0,51.0,108.0
4.0,28.0,51.0,22.0,16.0,77.0,62.0,153.0
7.0,52.0,72.0,16.0,39.0,96.0,39.0,123.0
15.0,68.0,53.0,34.0,28.0,118.0,61.0,114.0
12.0,47.0,42.0,48.0,8.0,118.0,96.0,116.0
8.0,32.0,55.0,18.0,8.0,68.0,52.0,113.0
12.0,35.0,58.0,13.0,28.0,76.0,48.0,145.0
2.0,30.0,41.0,26.0,16.0,72.0,50.0,131.0
2.0,44.0,58.0,29.0,12.0,68.0,48.0,135.0
4.0,38.0,68.0,51.0,18.0,56.0,51.0,88.0
12.0,52.0,68.0,46.0,10.0,59.0,48.0,101.0
8.0,32.0,71.0,36.0,12.0,63.0,56.0,109.0
24.0,23.0,48.0,31.0,22.0,67.0,46.0,137.0
4.0,40.0,47.0,18.0,14.0,47.0,41.0,121.0
6.0,30.0,41.0,16.0,12.0,76.0,54.0,144.0
20.0,36.0,55.0,20.0,10.0,78.0,58.0,119.0
6.0,33.0,59.0,19.0,16.0,66.0,50.0,125.0
8.0,35.0,87.0,34.0,8.0,59.0,52.0,109.0
10.0,21.0,42.0,24.0,6.0,45.0,55.0,112.0
10.0,43.0,52.0,23.0,6.0,74.0,59.0,139.0
2.0,34.0,52.0,27.0,14.0,62.0,46.0,103.0
7.0,23.0,46.0,15.0,18.0,64.0,53.0,117.0
6.0,33.0,44.0,18.0,12.0,81.0,58.0,147.0
9.0,40.0,62.0,39.0,24.0,77.0,59.0,130.0
0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
