id,date,6h,back-door,bedroom,fridge-door,front-door,hallway,kitchen,lounge
a380e,2019-05-21,06-12,4.0,25.0,12.0,0.0,14.0,34.0,27.0
a380e,2019-05-21,12-18,12.0,2.0,22.0,0.0,13.0,77.0,37.0
a380e,2019-05-21,18-24,18.0,6.0,10.0,0.0,7.0,27.0,13.0
a380e,2019-05-22,00-06,0.0,6.0,0.0,0.0,0.0,0.0,0.0
a380e,2019-05-22,06-12,0.0,38.0,6.0,0.0,7.0,36.0,32.0
a380e,2019-05-22,12-18,5.0,9.0,14.0,0.0,5.0,25.0,26.0
a380e,2019-05-22,18-24,4.0,3.0,16.0,0.0,2.0,45.0,29.0
a380e,2019-05-23,00-06,0.0,21.0,0.0,0.0,2.0,7.0,10.0
a380e,2019-05-23,06-12,2.0,21.0,8.0,0.0,14.0,29.0,35.0
a380e,2019-05-23,12-18,0.0,0.0,6.0,0.0,2.0,20.0,15.0
a380e,2019-05-23,18-24,4.0,6.0,27.0,0.0,10.0,46.0,21.0
a380e,2019-05-24,00-06,0.0,19.0,0.0,0.0,0.0,0.0,0.0
a380e,2019-05-24,06-12,6.0,29.0,10.0,0.0,13.0,25.0,20.0
a380e,2019-05-24,12-18,0.0,2.0,0.0,0.0,7.0,8.0,15.0
a380e,2019-05-24,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
