id,date,6h,back-door,bathroom,bedroom,fridge-door,hallway,kitchen,lounge
0efe8,2019-05-24,12-18,6.0,0.0,0.0,14.0,23.0,11.0,39.0
0efe8,2019-05-24,18-24,8.0,1.0,3.0,6.0,17.0,13.0,43.0
0efe8,2019-05-25,00-06,0.0,0.0,5.0,0.0,0.0,0.0,9.0
0efe8,2019-05-25,06-12,15.0,7.0,3.0,10.0,63.0,25.0,76.0
0efe8,2019-05-25,12-18,2.0,0.0,0.0,16.0,31.0,24.0,48.0
0efe8,2019-05-25,18-24,1.0,0.0,6.0,12.0,13.0,13.0,30.0
0efe8,2019-05-26,00-06,0.0,1.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-05-26,06-12,18.0,5.0,6.0,12.0,51.0,27.0,82.0
0efe8,2019-05-26,12-18,1.0,0.0,0.0,8.0,25.0,19.0,64.0
0efe8,2019-05-26,18-24,5.0,1.0,3.0,8.0,13.0,8.0,21.0
0efe8,2019-05-27,00-06,0.0,2.0,4.0,0.0,0.0,0.0,0.0
0efe8,2019-05-27,06-12,4.0,5.0,8.0,8.0,38.0,35.0,77.0
0efe8,2019-05-27,12-18,9.0,0.0,0.0,16.0,46.0,26.0,83.0
0efe8,2019-05-27,18-24,5.0,2.0,5.0,12.0,16.0,10.0,23.0
0efe8,2019-05-28,00-06,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-05-28,06-12,12.0,3.0,8.0,8.0,57.0,24.0,64.0
0efe8,2019-05-28,12-18,6.0,0.0,0.0,12.0,58.0,19.0,75.0
0efe8,2019-05-28,18-24,4.0,2.0,6.0,8.0,14.0,11.0,22.0
0efe8,2019-05-29,00-06,0.0,0.0,2.0,0.0,0.0,0.0,1.0
0efe8,2019-05-29,06-12,10.0,7.0,6.0,12.0,46.0,25.0,80.0
0efe8,2019-05-29,12-18,14.0,0.0,0.0,10.0,70.0,9.0,69.0
0efe8,2019-05-29,18-24,5.0,1.0,5.0,12.0,9.0,14.0,17.0
0efe8,2019-05-30,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-05-30,06-12,4.0,3.0,9.0,6.0,37.0,16.0,68.0
0efe8,2019-05-30,12-18,8.0,0.0,0.0,12.0,42.0,29.0,67.0
0efe8,2019-05-30,18-24,12.0,0.0,4.0,4.0,21.0,11.0,42.0
0efe8,2019-05-31,00-06,0.0,1.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-05-31,06-12,5.0,6.0,13.0,16.0,37.0,33.0,53.0
0efe8,2019-05-31,12-18,6.0,0.0,0.0,18.0,43.0,18.0,62.0
0efe8,2019-05-31,18-24,5.0,2.0,5.0,0.0,12.0,7.0,29.0
0efe8,2019-06-01,00-06,0.0,3.0,6.0,0.0,1.0,0.0,25.0
0efe8,2019-06-01,06-12,8.0,2.0,6.0,12.0,43.0,29.0,72.0
0efe8,2019-06-01,12-18,1.0,0.0,0.0,12.0,20.0,16.0,17.0
0efe8,2019-06-01,18-24,5.0,1.0,3.0,0.0,4.0,5.0,6.0
0efe8,2019-06-02,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-02,06-12,1.0,3.0,3.0,10.0,21.0,9.0,33.0
0efe8,2019-06-02,12-18,1.0,0.0,0.0,8.0,15.0,17.0,19.0
0efe8,2019-06-02,18-24,0.0,2.0,4.0,0.0,8.0,8.0,9.0
0efe8,2019-06-03,00-06,0.0,2.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-03,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-03,12-18,4.0,0.0,0.0,0.0,2.0,2.0,7.0
0efe8,2019-06-03,18-24,17.0,2.0,7.0,4.0,13.0,18.0,26.0
0efe8,2019-06-04,00-06,3.0,3.0,4.0,0.0,8.0,4.0,20.0
0efe8,2019-06-04,06-12,7.0,1.0,1.0,10.0,50.0,39.0,68.0
0efe8,2019-06-04,12-18,6.0,0.0,0.0,12.0,18.0,13.0,47.0
0efe8,2019-06-04,18-24,1.0,2.0,4.0,12.0,13.0,13.0,22.0
0efe8,2019-06-05,00-06,0.0,1.0,2.0,0.0,0.0,0.0,10.0
0efe8,2019-06-05,06-12,7.0,4.0,6.0,20.0,38.0,34.0,68.0
0efe8,2019-06-05,12-18,2.0,0.0,0.0,4.0,8.0,8.0,95.0
0efe8,2019-06-05,18-24,6.0,1.0,5.0,12.0,12.0,18.0,26.0
0efe8,2019-06-06,00-06,0.0,2.0,6.0,0.0,0.0,0.0,9.0
0efe8,2019-06-06,06-12,8.0,5.0,8.0,20.0,40.0,40.0,66.0
0efe8,2019-06-06,12-18,2.0,0.0,0.0,14.0,25.0,19.0,61.0
0efe8,2019-06-06,18-24,2.0,3.0,5.0,0.0,8.0,6.0,8.0
0efe8,2019-06-07,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-07,06-12,8.0,4.0,6.0,12.0,23.0,33.0,97.0
0efe8,2019-06-07,12-18,11.0,1.0,0.0,8.0,27.0,29.0,42.0
0efe8,2019-06-07,18-24,1.0,1.0,4.0,10.0,9.0,9.0,12.0
0efe8,2019-06-08,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-08,06-12,15.0,7.0,7.0,16.0,26.0,26.0,50.0
0efe8,2019-06-08,12-18,14.0,0.0,0.0,12.0,16.0,16.0,44.0
0efe8,2019-06-08,18-24,2.0,1.0,7.0,10.0,11.0,12.0,14.0
0efe8,2019-06-09,00-06,2.0,2.0,1.0,4.0,4.0,9.0,7.0
0efe8,2019-06-09,06-12,18.0,2.0,5.0,6.0,29.0,20.0,45.0
0efe8,2019-06-09,12-18,4.0,0.0,1.0,14.0,25.0,19.0,76.0
0efe8,2019-06-09,18-24,12.0,1.0,7.0,10.0,17.0,16.0,22.0
0efe8,2019-06-10,00-06,0.0,1.0,6.0,0.0,0.0,0.0,0.0
0efe8,2019-06-10,06-12,19.0,7.0,9.0,16.0,49.0,31.0,77.0
0efe8,2019-06-10,12-18,0.0,6.0,0.0,12.0,31.0,29.0,26.0
0efe8,2019-06-10,18-24,4.0,3.0,10.0,4.0,20.0,17.0,16.0
0efe8,2019-06-11,00-06,0.0,1.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-06-11,06-12,2.0,3.0,10.0,8.0,23.0,25.0,24.0
0efe8,2019-06-11,12-18,2.0,0.0,0.0,12.0,15.0,20.0,12.0
0efe8,2019-06-11,18-24,2.0,2.0,8.0,2.0,13.0,16.0,13.0
0efe8,2019-06-12,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-12,06-12,8.0,4.0,9.0,14.0,38.0,21.0,34.0
0efe8,2019-06-12,12-18,6.0,0.0,0.0,8.0,7.0,7.0,14.0
0efe8,2019-06-12,18-24,2.0,2.0,4.0,4.0,14.0,11.0,12.0
0efe8,2019-06-13,00-06,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-13,06-12,0.0,9.0,10.0,6.0,26.0,19.0,26.0
0efe8,2019-06-13,12-18,10.0,0.0,0.0,12.0,21.0,25.0,23.0
0efe8,2019-06-13,18-24,2.0,2.0,21.0,0.0,13.0,12.0,11.0
0efe8,2019-06-14,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-14,06-12,4.0,9.0,26.0,8.0,40.0,25.0,21.0
0efe8,2019-06-14,12-18,1.0,0.0,0.0,12.0,25.0,22.0,25.0
0efe8,2019-06-14,18-24,6.0,2.0,2.0,4.0,16.0,26.0,20.0
0efe8,2019-06-15,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-15,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-15,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-15,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-17,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-17,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-17,12-18,0.0,0.0,0.0,0.0,14.0,13.0,29.0
0efe8,2019-06-17,18-24,1.0,3.0,6.0,8.0,14.0,11.0,21.0
0efe8,2019-06-18,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-18,06-12,10.0,6.0,10.0,6.0,31.0,27.0,28.0
0efe8,2019-06-18,12-18,2.0,0.0,1.0,6.0,10.0,12.0,15.0
0efe8,2019-06-18,18-24,4.0,1.0,6.0,6.0,15.0,18.0,16.0
0efe8,2019-06-19,00-06,0.0,1.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-06-19,06-12,12.0,4.0,9.0,8.0,55.0,51.0,67.0
0efe8,2019-06-19,12-18,4.0,0.0,0.0,14.0,17.0,18.0,21.0
0efe8,2019-06-19,18-24,4.0,1.0,5.0,4.0,13.0,11.0,17.0
0efe8,2019-06-20,00-06,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-20,06-12,7.0,11.0,10.0,6.0,39.0,28.0,36.0
0efe8,2019-06-20,12-18,1.0,0.0,0.0,14.0,18.0,15.0,21.0
0efe8,2019-06-20,18-24,5.0,2.0,5.0,0.0,7.0,9.0,9.0
0efe8,2019-06-21,00-06,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-21,06-12,5.0,7.0,8.0,18.0,31.0,32.0,32.0
0efe8,2019-06-21,12-18,2.0,0.0,0.0,4.0,13.0,14.0,14.0
0efe8,2019-06-21,18-24,6.0,2.0,7.0,4.0,8.0,7.0,11.0
0efe8,2019-06-22,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-22,06-12,3.0,5.0,10.0,8.0,25.0,23.0,27.0
0efe8,2019-06-22,12-18,0.0,1.0,0.0,22.0,22.0,29.0,26.0
0efe8,2019-06-22,18-24,1.0,2.0,6.0,2.0,9.0,6.0,19.0
0efe8,2019-06-23,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-23,06-12,2.0,4.0,10.0,8.0,23.0,28.0,25.0
0efe8,2019-06-23,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-23,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-24,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-24,06-12,4.0,10.0,9.0,12.0,21.0,19.0,30.0
0efe8,2019-06-24,12-18,0.0,2.0,0.0,14.0,20.0,20.0,20.0
0efe8,2019-06-24,18-24,2.0,2.0,11.0,6.0,10.0,8.0,10.0
0efe8,2019-06-25,00-06,0.0,3.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-25,06-12,8.0,0.0,7.0,4.0,22.0,17.0,32.0
0efe8,2019-06-25,12-18,3.0,0.0,2.0,6.0,23.0,23.0,20.0
0efe8,2019-06-25,18-24,1.0,1.0,11.0,0.0,14.0,10.0,27.0
0efe8,2019-06-26,00-06,0.0,3.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-06-26,06-12,2.0,5.0,10.0,12.0,26.0,24.0,29.0
0efe8,2019-06-26,12-18,1.0,0.0,2.0,6.0,14.0,10.0,14.0
0efe8,2019-06-26,18-24,5.0,2.0,8.0,8.0,13.0,10.0,24.0
0efe8,2019-06-27,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-27,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0efe8,2019-06-27,12-18,1.0,0.0,0.0,16.0,13.0,10.0,8.0
0efe8,2019-06-27,18-24,3.0,1.0,8.0,12.0,15.0,13.0,16.0
0efe8,2019-06-28,00-06,0.0,1.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-06-28,06-12,5.0,7.0,11.0,14.0,25.0,18.0,21.0
0efe8,2019-06-28,12-18,2.0,0.0,1.0,6.0,10.0,7.0,10.0
0efe8,2019-06-28,18-24,1.0,1.0,7.0,6.0,8.0,7.0,10.0
0efe8,2019-06-29,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0efe8,2019-06-29,06-12,1.0,5.0,5.0,10.0,39.0,40.0,49.0
0efe8,2019-06-29,12-18,0.0,0.0,0.0,12.0,25.0,16.0,28.0
0efe8,2019-06-29,18-24,1.0,2.0,6.0,0.0,8.0,8.0,7.0
0efe8,2019-06-30,00-06,0.0,1.0,3.0,0.0,0.0,0.0,0.0
0efe8,2019-06-30,06-12,2.0,2.0,15.0,4.0,17.0,15.0,17.0
0efe8,2019-06-30,12-18,1.0,0.0,0.0,8.0,6.0,7.0,4.0
0efe8,2019-06-30,18-24,1.0,0.0,6.0,0.0,4.0,4.0,7.0
