id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen
56b6b,2019-05-12,18-24,20.0,0.0,50.0,12.0,8.0,45.0,68.0
56b6b,2019-05-13,00-06,0.0,0.0,3.0,0.0,0.0,0.0,0.0
56b6b,2019-05-13,06-12,2.0,0.0,24.0,0.0,6.0,7.0,7.0
56b6b,2019-05-13,12-18,11.0,0.0,10.0,2.0,11.0,23.0,49.0
56b6b,2019-05-13,18-24,11.0,0.0,38.0,2.0,9.0,42.0,63.0
56b6b,2019-05-14,00-06,0.0,0.0,6.0,0.0,0.0,0.0,0.0
56b6b,2019-05-14,06-12,0.0,0.0,40.0,0.0,8.0,31.0,19.0
56b6b,2019-05-14,12-18,5.0,0.0,24.0,7.0,16.0,35.0,43.0
56b6b,2019-05-14,18-24,30.0,0.0,31.0,9.0,8.0,34.0,65.0
56b6b,2019-05-15,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
56b6b,2019-05-15,06-12,11.0,0.0,41.0,2.0,14.0,20.0,19.0
56b6b,2019-05-15,12-18,14.0,0.0,27.0,18.0,12.0,40.0,65.0
56b6b,2019-05-15,18-24,22.0,0.0,30.0,6.0,16.0,37.0,45.0
56b6b,2019-05-16,00-06,2.0,0.0,10.0,0.0,0.0,1.0,1.0
56b6b,2019-05-16,06-12,24.0,0.0,71.0,4.0,18.0,47.0,52.0
56b6b,2019-05-16,12-18,9.0,0.0,30.0,18.0,2.0,17.0,74.0
56b6b,2019-05-16,18-24,25.0,0.0,25.0,8.0,6.0,29.0,52.0
56b6b,2019-05-17,00-06,2.0,0.0,18.0,0.0,0.0,4.0,4.0
56b6b,2019-05-17,06-12,7.0,0.0,43.0,6.0,0.0,19.0,22.0
56b6b,2019-05-17,12-18,19.0,0.0,33.0,2.0,9.0,39.0,56.0
56b6b,2019-05-17,18-24,14.0,0.0,29.0,6.0,18.0,30.0,49.0
56b6b,2019-05-18,00-06,0.0,0.0,9.0,0.0,0.0,2.0,1.0
56b6b,2019-05-18,06-12,6.0,0.0,38.0,0.0,2.0,12.0,10.0
56b6b,2019-05-18,12-18,18.0,0.0,9.0,12.0,11.0,27.0,48.0
56b6b,2019-05-18,18-24,22.0,0.0,37.0,8.0,6.0,35.0,57.0
56b6b,2019-05-19,00-06,0.0,0.0,7.0,0.0,0.0,0.0,0.0
56b6b,2019-05-19,06-12,0.0,0.0,36.0,0.0,2.0,16.0,10.0
56b6b,2019-05-19,12-18,8.0,0.0,26.0,4.0,4.0,18.0,26.0
56b6b,2019-05-19,18-24,3.0,0.0,17.0,0.0,2.0,23.0,33.0
56b6b,2019-05-20,00-06,0.0,0.0,25.0,0.0,0.0,7.0,4.0
56b6b,2019-05-20,06-12,6.0,0.0,26.0,0.0,10.0,15.0,16.0
56b6b,2019-05-20,12-18,6.0,0.0,24.0,2.0,15.0,24.0,50.0
56b6b,2019-05-20,18-24,10.0,0.0,46.0,4.0,8.0,34.0,51.0
56b6b,2019-05-21,00-06,2.0,0.0,14.0,0.0,0.0,3.0,1.0
56b6b,2019-05-21,06-12,7.0,0.0,35.0,4.0,12.0,24.0,19.0
56b6b,2019-05-21,12-18,11.0,0.0,20.0,10.0,24.0,32.0,42.0
56b6b,2019-05-21,18-24,4.0,0.0,32.0,0.0,12.0,32.0,25.0
56b6b,2019-05-22,00-06,0.0,0.0,5.0,0.0,0.0,0.0,0.0
56b6b,2019-05-22,06-12,0.0,0.0,32.0,0.0,8.0,21.0,19.0
56b6b,2019-05-22,12-18,15.0,0.0,39.0,15.0,18.0,43.0,65.0
56b6b,2019-05-22,18-24,11.0,0.0,28.0,10.0,8.0,27.0,52.0
56b6b,2019-05-23,00-06,0.0,0.0,5.0,0.0,0.0,0.0,0.0
56b6b,2019-05-23,06-12,12.0,0.0,43.0,0.0,16.0,34.0,34.0
56b6b,2019-05-23,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-05-23,18-24,16.0,0.0,36.0,6.0,16.0,39.0,43.0
56b6b,2019-05-24,00-06,0.0,0.0,11.0,0.0,2.0,4.0,2.0
56b6b,2019-05-24,06-12,14.0,0.0,48.0,0.0,9.0,48.0,55.0
56b6b,2019-05-24,12-18,10.0,0.0,27.0,7.0,20.0,45.0,59.0
56b6b,2019-05-24,18-24,4.0,0.0,32.0,0.0,2.0,15.0,26.0
56b6b,2019-05-25,00-06,0.0,0.0,10.0,0.0,0.0,0.0,0.0
56b6b,2019-05-25,06-12,6.0,0.0,44.0,0.0,2.0,29.0,25.0
56b6b,2019-05-25,12-18,0.0,0.0,4.0,0.0,2.0,5.0,2.0
56b6b,2019-05-25,18-24,16.0,0.0,34.0,12.0,10.0,30.0,56.0
56b6b,2019-05-26,00-06,0.0,0.0,5.0,0.0,0.0,0.0,0.0
56b6b,2019-05-26,06-12,10.0,0.0,30.0,2.0,2.0,21.0,15.0
56b6b,2019-05-26,12-18,5.0,0.0,16.0,10.0,12.0,18.0,37.0
56b6b,2019-05-26,18-24,23.0,0.0,42.0,7.0,4.0,35.0,50.0
56b6b,2019-05-27,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
56b6b,2019-05-27,06-12,0.0,0.0,54.0,0.0,2.0,15.0,10.0
56b6b,2019-05-27,12-18,14.0,0.0,25.0,21.0,6.0,29.0,75.0
56b6b,2019-05-27,18-24,4.0,0.0,25.0,2.0,2.0,13.0,7.0
56b6b,2019-05-28,00-06,0.0,0.0,9.0,0.0,0.0,0.0,0.0
56b6b,2019-05-28,06-12,14.0,0.0,41.0,8.0,10.0,22.0,37.0
56b6b,2019-05-28,12-18,8.0,0.0,23.0,6.0,11.0,31.0,34.0
56b6b,2019-05-28,18-24,16.0,0.0,22.0,6.0,4.0,35.0,43.0
56b6b,2019-05-29,00-06,0.0,0.0,8.0,0.0,0.0,0.0,0.0
56b6b,2019-05-29,06-12,12.0,0.0,35.0,0.0,14.0,27.0,21.0
56b6b,2019-05-29,12-18,12.0,0.0,67.0,4.0,18.0,59.0,72.0
56b6b,2019-05-29,18-24,12.0,0.0,32.0,8.0,0.0,31.0,62.0
56b6b,2019-05-30,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-05-30,06-12,8.0,0.0,11.0,2.0,7.0,15.0,17.0
56b6b,2019-05-30,12-18,18.0,0.0,20.0,10.0,4.0,31.0,43.0
56b6b,2019-05-30,18-24,16.0,0.0,24.0,4.0,4.0,32.0,47.0
56b6b,2019-05-31,00-06,0.0,0.0,14.0,0.0,0.0,0.0,0.0
56b6b,2019-05-31,06-12,20.0,0.0,62.0,4.0,14.0,41.0,49.0
56b6b,2019-05-31,12-18,5.0,0.0,13.0,2.0,30.0,30.0,48.0
56b6b,2019-05-31,18-24,9.0,0.0,36.0,6.0,13.0,36.0,58.0
56b6b,2019-06-01,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-01,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-01,12-18,9.0,0.0,41.0,16.0,14.0,41.0,59.0
56b6b,2019-06-01,18-24,11.0,0.0,39.0,16.0,10.0,49.0,77.0
56b6b,2019-06-02,00-06,0.0,0.0,5.0,0.0,0.0,0.0,0.0
56b6b,2019-06-02,06-12,4.0,0.0,22.0,2.0,2.0,10.0,13.0
56b6b,2019-06-02,12-18,8.0,0.0,44.0,2.0,8.0,33.0,53.0
56b6b,2019-06-02,18-24,2.0,0.0,35.0,4.0,8.0,20.0,37.0
56b6b,2019-06-03,00-06,0.0,0.0,25.0,0.0,0.0,3.0,4.0
56b6b,2019-06-03,06-12,7.0,0.0,39.0,0.0,18.0,59.0,53.0
56b6b,2019-06-03,12-18,4.0,0.0,1.0,0.0,10.0,14.0,20.0
56b6b,2019-06-03,18-24,0.0,0.0,2.0,0.0,4.0,3.0,2.0
56b6b,2019-06-04,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-04,06-12,0.0,0.0,33.0,0.0,19.0,40.0,57.0
56b6b,2019-06-04,12-18,0.0,0.0,4.0,0.0,28.0,28.0,39.0
56b6b,2019-06-04,18-24,0.0,0.0,4.0,0.0,4.0,4.0,3.0
56b6b,2019-06-05,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-05,06-12,0.0,0.0,36.0,0.0,26.0,44.0,65.0
56b6b,2019-06-05,12-18,0.0,0.0,0.0,0.0,18.0,26.0,35.0
56b6b,2019-06-05,18-24,0.0,0.0,2.0,0.0,4.0,3.0,2.0
56b6b,2019-06-06,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-06,06-12,0.0,0.0,0.0,0.0,5.0,13.0,43.0
56b6b,2019-06-06,12-18,0.0,0.0,0.0,0.0,12.0,19.0,38.0
56b6b,2019-06-06,18-24,0.0,0.0,3.0,0.0,8.0,3.0,2.0
56b6b,2019-06-07,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-07,06-12,2.0,0.0,0.0,0.0,20.0,46.0,79.0
56b6b,2019-06-07,12-18,0.0,0.0,0.0,0.0,16.0,37.0,47.0
56b6b,2019-06-07,18-24,0.0,0.0,2.0,0.0,4.0,3.0,2.0
56b6b,2019-06-08,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-08,06-12,0.0,0.0,1.0,0.0,22.0,20.0,9.0
56b6b,2019-06-08,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-08,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-10,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-10,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-10,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-10,18-24,0.0,0.0,0.0,0.0,4.0,2.0,2.0
56b6b,2019-06-12,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-12,06-12,0.0,0.0,2.0,0.0,4.0,3.0,1.0
56b6b,2019-06-12,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-12,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-13,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-13,06-12,8.0,0.0,14.0,0.0,6.0,15.0,34.0
56b6b,2019-06-13,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-13,18-24,2.0,0.0,0.0,2.0,6.0,6.0,2.0
56b6b,2019-06-14,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-14,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-14,12-18,2.0,0.0,10.0,0.0,6.0,6.0,8.0
56b6b,2019-06-14,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-17,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-17,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56b6b,2019-06-17,12-18,2.0,0.0,35.0,8.0,13.0,36.0,45.0
56b6b,2019-06-17,18-24,9.0,0.0,31.0,10.0,6.0,20.0,61.0
56b6b,2019-06-18,00-06,0.0,0.0,7.0,0.0,0.0,0.0,0.0
56b6b,2019-06-18,06-12,13.0,0.0,54.0,6.0,20.0,42.0,39.0
56b6b,2019-06-18,12-18,5.0,0.0,21.0,0.0,16.0,47.0,59.0
56b6b,2019-06-18,18-24,11.0,0.0,26.0,2.0,4.0,25.0,40.0
56b6b,2019-06-19,00-06,0.0,0.0,5.0,0.0,0.0,0.0,0.0
56b6b,2019-06-19,06-12,4.0,0.0,31.0,2.0,6.0,11.0,23.0
56b6b,2019-06-19,12-18,3.0,0.0,24.0,10.0,8.0,36.0,37.0
56b6b,2019-06-19,18-24,17.0,0.0,26.0,2.0,4.0,26.0,48.0
56b6b,2019-06-20,00-06,0.0,0.0,6.0,0.0,0.0,0.0,0.0
56b6b,2019-06-20,06-12,25.0,0.0,73.0,8.0,20.0,51.0,60.0
56b6b,2019-06-20,12-18,22.0,0.0,25.0,6.0,10.0,32.0,57.0
56b6b,2019-06-20,18-24,3.0,0.0,29.0,4.0,6.0,22.0,20.0
56b6b,2019-06-21,00-06,0.0,0.0,6.0,0.0,0.0,3.0,1.0
56b6b,2019-06-21,06-12,3.0,0.0,29.0,2.0,13.0,30.0,25.0
56b6b,2019-06-21,12-18,12.0,0.0,38.0,4.0,7.0,48.0,55.0
56b6b,2019-06-21,18-24,5.0,0.0,23.0,6.0,6.0,21.0,23.0
56b6b,2019-06-22,00-06,0.0,0.0,2.0,0.0,0.0,0.0,0.0
56b6b,2019-06-22,06-12,7.0,0.0,88.0,2.0,8.0,24.0,32.0
56b6b,2019-06-22,12-18,4.0,0.0,25.0,8.0,13.0,31.0,60.0
56b6b,2019-06-22,18-24,7.0,0.0,17.0,2.0,8.0,14.0,16.0
56b6b,2019-06-23,00-06,0.0,0.0,9.0,0.0,0.0,0.0,0.0
56b6b,2019-06-23,06-12,0.0,0.0,49.0,0.0,6.0,27.0,24.0
56b6b,2019-06-23,12-18,2.0,0.0,4.0,0.0,6.0,7.0,7.0
56b6b,2019-06-23,18-24,4.0,0.0,30.0,2.0,2.0,19.0,18.0
56b6b,2019-06-24,00-06,0.0,0.0,9.0,0.0,0.0,2.0,2.0
56b6b,2019-06-24,06-12,4.0,0.0,24.0,2.0,6.0,24.0,20.0
56b6b,2019-06-24,12-18,9.0,0.0,23.0,2.0,11.0,25.0,25.0
56b6b,2019-06-24,18-24,9.0,0.0,31.0,8.0,11.0,44.0,66.0
56b6b,2019-06-25,00-06,0.0,0.0,9.0,0.0,0.0,0.0,0.0
56b6b,2019-06-25,06-12,6.0,0.0,43.0,2.0,16.0,37.0,40.0
56b6b,2019-06-25,12-18,14.0,0.0,27.0,5.0,12.0,34.0,47.0
56b6b,2019-06-25,18-24,12.0,0.0,45.0,4.0,12.0,44.0,39.0
56b6b,2019-06-26,00-06,0.0,0.0,8.0,0.0,0.0,0.0,0.0
56b6b,2019-06-26,06-12,2.0,0.0,44.0,0.0,4.0,22.0,18.0
56b6b,2019-06-26,12-18,13.0,0.0,33.0,16.0,14.0,57.0,60.0
56b6b,2019-06-26,18-24,11.0,0.0,39.0,11.0,12.0,31.0,50.0
56b6b,2019-06-27,00-06,0.0,0.0,12.0,0.0,0.0,0.0,0.0
56b6b,2019-06-27,06-12,14.0,0.0,55.0,4.0,8.0,37.0,44.0
56b6b,2019-06-27,12-18,8.0,0.0,24.0,16.0,10.0,40.0,85.0
56b6b,2019-06-27,18-24,15.0,0.0,18.0,8.0,8.0,34.0,62.0
56b6b,2019-06-28,00-06,0.0,0.0,14.0,0.0,0.0,4.0,4.0
56b6b,2019-06-28,06-12,0.0,0.0,35.0,0.0,6.0,19.0,15.0
56b6b,2019-06-28,12-18,4.0,0.0,19.0,8.0,13.0,21.0,28.0
56b6b,2019-06-28,18-24,14.0,0.0,28.0,4.0,6.0,27.0,35.0
56b6b,2019-06-29,00-06,0.0,0.0,5.0,0.0,0.0,0.0,0.0
56b6b,2019-06-29,06-12,1.0,0.0,46.0,1.0,6.0,26.0,35.0
56b6b,2019-06-29,12-18,3.0,0.0,27.0,26.0,12.0,35.0,58.0
56b6b,2019-06-29,18-24,8.0,0.0,27.0,9.0,10.0,21.0,39.0
56b6b,2019-06-30,00-06,0.0,0.0,4.0,0.0,0.0,0.0,0.0
56b6b,2019-06-30,06-12,2.0,0.0,30.0,0.0,6.0,9.0,8.0
56b6b,2019-06-30,12-18,2.0,0.0,4.0,2.0,6.0,9.0,5.0
56b6b,2019-06-30,18-24,6.0,0.0,71.0,0.0,8.0,28.0,43.0
